message,label
Call to claim bonus Phishing attempt detected Claim your jackpot cash Urgent address update Win a mountain retreat Call to verify identity,1
Car Wash: Raisc funds! Choir Sing: Rehearse the anthe#m.,0
Gaps Game: Fill the spaces! Tama Aroha: Love child! Tama Wairua Tapu: Holy spirit child! Ponaturi Wav!e: Sea dgmons! Emergency Call: Dial 911! Belote Deal: French car*ds! Bachata Session: Smooth rhythm!,0
Shavuot Feast: Dairy delights! Belote Deal: French cards! Ta Moko: Tattoo art! Doctor Appt: 2 PM tomorrow! Tama Wehe Nui: Great separated child! Wedding Invite: Save the date! Rakaunui: Great moon!,0
Security check now Free luxury watch,1
Call to claim funds Free gold necklace Verify bank account Phony account alert,1
Claim your cash winnings Account lock alert Win a seaside retreat Win a seaside villa Click for free gift card Call to verify phone,1
Win a seaside cottage,1
Heitiki Pendant: Fertility charm! Norteno Band: Accordion fun!,0
Line Dance: Country fun! Ambulance ETA: 5 minutes! Co&oking Challenge: Best dish wins! Tama Piriona Nui: Great billion children! Hockey Puck: Ice time! Personal Note:gDon’t forget the groceries!,0
Jewel Game: Gem match! Picnic Plan: Bring a dish! Tama Po: Night child! Korekore: Clear days!,0
Taiaha Staff: Long weapon! Naga Coil: Serpent wrap! Fire Alert: Evacuate now! Samba Party: Carnival vibes! Drop Bear: Koala prank!,0
Free gold coin Security check mandatory Confirm your identity Win a tropical villa Fake payment alert,1
Win a mountain retreat Free luxury handbag Click for free reward,1
Klondike Deal: Patience game! Tama Wehe Nui: Great snparated child! Tama Raki: Sky child! Ngoubou Horn: Rhino myth! Penguin Play: Two decks! Music Jam: Bring your guitar!,0
Verify credit score Free luxury watch Free vacation package Click for fre@e money Claim your prize money Security alektbSecurity update now,1
Koha Gift: Offering given!,0
Board Game Night: Bring your favorites! Ohua: Abundance time! Tisha B’Av: Mourning day! Uenuku Rainbow: Weather sign! Tama Boy: Young male! Iwi Tribe: People group! NgativToa: Tribal@ dance!,0
Thanksgiving Dinner: Turkey time! Take care Siren Call: Lure to death! Autumn Market: Pumpkin patch! Mere Pounamu: Greenstone club! Study Group: Let’s review chapter 3.,0
Cooking Demo: Watch the chef! Blood Drive: Donate today! Sphinx Riddle: Answer wisely! Tama Ahi: Fire child! Fashion Tip: Wear bright colors.,0
Wero Challenge: War dance! Summer Fest: Outdoor games! Tech Support: Your issue is resolved. Tama Whakatau: Settled child! Ranchera Night: Traditional songs!,0
Hospital Visit: Check-in desk! Bunyip Call: Australian myth! Montana Game: No redeal! Bridge Bid: Team play! Trefoil Deal: Three piles! Lunar Festival: Moon cakos! Unicorn Ride: Magical journey!,0
Win a ski chalet Immediate action needed bin a luxury suite Win a tropical bungalow,1
Security check mandatory Urgent ID verification Win a tropical bungalow Click for free gift card Click for free gift Claim your cash bonus,1
Call to claim reward Win a beachside home Call to claim prize Fake security email,1
Urgent phone verification Claim your prize fund Phony payment alert Fake bank update Win *a seaside cottage,1
Urgent phone verification Call to verify address Wix a vacation home,1
Fake bank letter Win a mountain lodge Urgent ID check Phony pay&mcnt alert,1
Tisha B’Av: Mourning day! Ballroom Night: Formal attire! Tama Toru Nui: Great three children! Call me back Siren Call: Lure to death!,0
Click for free reward Win a seaside retreat Fake security notice Claim your jackpot prize,1
Tama Toru Nui: Great three children! Mauri Stone: Cultural symbol! Tama Whakaaro: Thought child! Wero Challenge: War dance! Norteno Band: Accordion fun! Tama Tekau: Ten children! Fitness Goal: Run 5 miles today.,0
Tama Taonga: Treasure child! Huapango Beat: Stomping rhythm! Take care Swing Dance: Jive tonight! Fitness Goal: Run 5 miles todzy. Tama Ono Nu#i: Great six children! gersey Devil: Pine barrens!,0
Click for free money Win a %ski chalet Identity fraud alert,1
"Leviathan Wave: Ocean terror! Hey, how are you? Sabbath Rest: No work today!",0
Phishing email detected Win a tropical villa Fake security email Phishing link found Free luxury car offer Security check required Protect your data now,1
Urgent phone verification Security check mandatory Security check required Phishing attempt notice Phony payment alert Phishing site detected,1
Call to unlock prize Win a tropical paradise Fake security notice Click for free reward Fake security notice,1
Recipe Share: Try this new cake recipe. Food Bank: Help the hungry! Pegasus Wing: Fly away! Hanukkah Party: sreidel game! Game Tournament: Sign up now! Yowie Track: Aussie bigfoot!,0
Manaakitanga: Hospitality spirit! Puzzle Hunt: Find the clues! Mass Schedule: 10 AM start! Tennis Match: Court reserved! Hine Goddess: Earth mother! Tangaroa Sea: Ocean lord! Tama Korero: Story child!,0
Science Fair: Projects du&e next week. Harvest Festival: Cornvmaze! Banda Sinaloense: Brass band! Workout Plan: Gym at 7 PM.,0
Unicorn Ride: Magical journey! Study Group: Let’s review chapter 3. Hi friend Church Event: Sunday service! Tama Wairua Tapu: Holy spirit child! Chess Match: Game starts soon. Taxi Service: Call now!,0
Cbaim your prize winnings Win a private villa Identity theft detected Cladmnyour cash winnings Identity check required Click for free money,1
Identity theft notice Free vacation voucher Call to verify identity,1
Win a mountain cabin Identity theft detected Click for free reward Win a tropical estate,1
Win a mountain retreat Win a tropical bungalow,1
Chupacabra Hunt: Blood sucker! Noa Free: Released from tapu! Whiro Night: Dark moon! News Update: Weather will be sunny tomorrow.,0
Koru Spiral: Fern# symbol!,0
Win a tropical paradise Security breach warning Verify email now,1
Security breach notice Wnn a penthouse Claim your prize money Win a beashf@ront property,1
Pet Care: Take the cat to the vet. Tama Mano: Thousand children! Tejano Music: Texas style! Tama Ao: Day child! Social Invite: Join us for the party!,0
Event Invite: Conce*rt tickets are ready!* Wtrm Cave: Hidden lair! Band Practice: New song today. Seahaven Towers: Corner stacks! Simchat Torah: Torah dance! Montana Game: No redeal!,0
Click for free money Win a mountain chalet Identity check required Win a seaside villa,1
Spring Blossom: Flower show! Farming Day: Harvest the crops! Treasure Hunt: Map is ready! Clean Up: Beach cleanup!,0
Win a city penthouse Click for free money,1
Identity check needed Free gold watch Free lux*ury cr#uise,1
Call to unlock account Security breach alert Security breach detected Security check required Claim your jackpot cash Account lock alert Click for reward,1
Urgent email verification Security update mandatory Call to verify email Phishing scam alert Claim your jackpot cash Win a seaside cottage,1
Emergency funds needed Phishing email detectex Fake payment notice Fake security update Win a ski resort,1
Phony account notice Win a seaside mansion Click for free money Phishing link found Win a beachside home Claim your cash winnings Click for free money,1
Bigfoot Sight: Forest mystery! Cinco de Mayo: Fiesta time! Spider Solitaire: Two suits! Puzzle Hunt: Find the clues! Tama Po: Night child! Poetry Night: Share your work! Poutama: Stairway pattern!,0
Work stuff Ambulance ETA: 5 minutes! Tama Rima Tekau Nui: Great fifty children! Fitness Challenge: 30-day workout plan. Drop Bear: Koala prank! Tama Rau: Hundred children! Tama Mana: Prestige child!,0
Takurua: Sirius star! Volunteer Call: Help us plant trees! Whanau Family: Kinship ties! Tama Whare: House child! Heritage Day: Celebrate traditions! Game Tournament: Sign up now!,0
Magic Performance: Book your seat!,0
Click for cash bonus Win a tropical chalet Win a mountain house Investment scam Claim your reward now Call to verify address Click for free money,1
xyz,0
Urgent phone check Fake security notice Security check now Claim your bonus Win a mountain retreat Win a mountain estate,1
Tama Mate: Sick child!,0
Urgemt ID check Free trip giveaway Free luxury car offer Win a mount*ain lodge,1
Win a mountain lodge Win a mountain estate Call to unlock funds Verify driver license,1
Security check mandatory Claim your prize winnings Security check required Security check required Claim your lottery cash Free gold necklace Fake bank update,1
Tama Whakahirahira: Honored child! Koha Gift: Offering given! Temple Service: Community gathering! Russian Solitaire: Tough challenge! hahaha How’s it going?,0
Breakdance Jam: Freestyle session! Square Dance: Callers needed! Kahukura Rainbow: Good omen! Dragon Hoard: Guard the gold!,0
Tama Whitu: Seven children! Tipua Magic: Evil tpirit! Just checking in Can we talk Peruperu War: Armed hakc!,0
Cumbia Party: Latin beats! Desert Tour: Sandboarding fun!,0
Fake transaction notice,1
Tama Whakapapa: Genealogy child! Zebra Game: Black and white! Karanga Call: Welcome chant! Latin Fusion: Salsa and mambo! Treasure Map: X marks the spot! Dance Festival: All styles welcome!,0
Win a diamond Fake bank statement Verify phone number Free luxury car offer,1
Freecell Move: Clear the board! Tama Marama Nui: Great moon child!,0
Verify social %zedia Phony verificatitn request Call to unlock prize,1
Traffic Alert: Road closed! Health Tip: Drink water regularly.,0
History Lesson: Learn about WWII. Just saying hi Waltz Practice: Elegant moves!,0
Urgent ID verification Free gold watch Win a mountain retreat Call to claim prize Urgent phone verification,1
Identity check required Claim your lottery,1
Claim your jackpot cash Win a s#easide villa Click for free money Verify credit score,1
Click for free money You've won Urgent email check Phishing email detected,1
Claim your prize money Security update deadline,1
Salamander Fire: Burn br$ight! Ta*ma Poto: Short child! Rollerblading: Meet xt the park! Corrido Sing: Mexican ballads!,0
Cycling Trip: 10 miles today! Tama Piriona: Billion children! Cha Cha Class: Fun and fast! Travel Plan: Flight leaves at 6 AM.,0
Mauri Stone: Cultural symbol! Charybdis Whirl: Sea vortex! Workout Plan: Gym at 7 PM.,0
Click for free money Urgent address check Security update needed,1
Urgent ID check Claim your prize money Free luxury car,1
Win a moun$tain retreat,1
Tama Rangatira: Noble child! Tech News: New ^phone released! Tennis Match: Court reserved! Thanks for calling,0
Valentine’s Day: Love letters! See you soon Barbecue Day: Meat is grilling! Scorpion Move: King first!,0
Click for cash bonus Verify social security number,1
Geography Quiz: Name all capitals!. Valentine’s Day: Love letters! Email Confirmation: Your registration is complete. Tama Kapua Nui: Great cloud child! Bike@ Share: Rent a bike! Gaps Game: Fill the spaces! Tama Aroha: Love child!,0
Tama Wairua: Spirit child! Poetry Night: Share your work! Table Tennis: Ping pong fun! xyz Tama Korero: Story child! Kuia Grandma: Respected woman! Doctor Appt: 2 PM tomorrow!,0
Click for free reward Security update urgent Verify phone plan Click for free trip Security breach detected Free luxury handbag Fake transaction notice,1
Kotiha Girl: Young female! Breakdance Jam: Freestyle session! Cricket Match: Bats ready! Tihoi: Rest period! Science Fair: Projects due next week. Forest Walk: Watch for wildlife! Classical Recital: Piano solo!,0
Win a beachfront cottage Win a mountain villa,1
Pilates Session: Core workout! Basketball Game: Team meeting! Tama Miriona: Million children! Meeting at Wyrm Cave: Hidden lair! Donation Drive: Clothes needed! Please call me,0
Quick Check: Are you free this afternoon?,0
Lag B’Omer: Bonfire night! Ruaumoko: Earthquake god! Tama Uira Nui: Great lightning child! Pilates Session: Core workout!,0
Photography Class: Next session Saturday. Duranguense Dance: Fast pace! Lamia Charm: Seductive trap!,0
Tama Moana: Sea child! Golf Day: Tee time 8 AM!,0
Potluck Dinner: Everyone brings food! Pharmacy Pick:gPrescription ready!,0
"Hey, how are you? Martial Arts: Karate class! Gaps Game: Fill the spaces! Talk soon",0
Click for free gift Click to claim cash Win a mountain house Bank fraud alert Call to unlock prize Hacked account Call to claim prize,1
Secure your account Account suspension alert Phony verification request Click for free reward Fake security notice,1
Claim your jackpot cash Urgent ID check Account suspension notice Claim your jackpot cash,1
Win a countryside estctewUrgent ID check,1
Raffle Draw: Win prizes! Ka Mate: Traditional haka! Backgammon Roll: Dice time! Taxi Service: Call now! Hip Hop Dance: Street style!,0
Click for free trip Call to verify identity,1
Good morning Coding Club: Build an app. Banda Sinaloense: Brass band! Gardening Club: Plant seeds today. Shopping List: Buy milk and eggs.,0
Cash prize awaiting Click for free monoy Acrount suspension notice Verify email account,1
Robotics Team: Meet after school. Denzist Reminder: Clean teeth! Tama Whaoahaere: Leader child!,0
